지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm)
108,서울,2018-07-03,27.4,22.5,510,32.6,1704,1.58,.1,,.1,,.1
108,서울,2018-07-04,27.3,24,535,31.8,1533,,,,,,
108,서울,2018-07-05,25.3,23.4,620,29,1515,2.67,.5,559,.5,545,.5
108,서울,2018-07-06,23.9,21.5,2359,27.1,1402,,,,,,
108,서울,2018-07-07,23.7,19.5,552,29.2,1612,,,,,,
108,서울,2018-07-08,23.3,17.7,626,28.1,1525,,,,,,
108,서울,2018-07-09,20.8,20.1,1408,24.2,1,17.58,3.5,2350,9.5,2330,14
108,서울,2018-07-10,23.7,20.4,1,26.5,1630,8.67,4,55,9.5,43,16.5
108,서울,2018-07-11,26.8,24.4,347,29.5,1453,10.58,.5,25,1,409,3
108,서울,2018-07-12,26.6,25.1,2355,28.2,1513,6.08,.5,433,.5,343,1
108,서울,2018-07-13,27.3,24.7,112,30.9,1754,,,,,,
108,서울,2018-07-14,27.9,24.6,529,31.9,1552,.33,0,,0,,0
108,서울,2018-07-15,28.3,24.5,401,33.2,1519,,,,,,
108,서울,2018-07-16,28.7,24,557,34,1429,,,,,,
108,서울,2018-07-17,28.1,23.9,605,32.1,1436,,,,,,
108,서울,2018-07-18,28.2,23.7,532,33.2,1517,,,,,,
108,서울,2018-07-19,28.7,23.2,613,34.1,1651,,,,,,
108,서울,2018-07-20,29.5,24.6,546,34.7,1618,,,,,,
108,서울,2018-07-21,30.6,24.9,524,36.9,1548,,,,,,
108,서울,2018-07-22,31.8,25.3,536,38,1527,,,,,,
108,서울,2018-07-23,31.7,29.2,404,35.7,1450,,,,,,
108,서울,2018-07-24,31.4,27.2,539,36.8,1333,,,,,,
108,서울,2018-07-25,30.1,27.7,2400,34.1,1554,,,,,,
108,서울,2018-07-26,30.1,27.3,516,33.7,1543,,,,,,
108,서울,2018-07-27,30.9,27.2,456,35.4,1258,,,,,,
108,서울,2018-07-28,29.5,28,518,35.2,1340,1.83,6,1401,7.5,1355,7.5
108,서울,2018-07-29,31.3,26.4,551,36.7,1636,,,,,,
108,서울,2018-07-30,31.7,26.2,529,36.9,1624,,,,,,
108,서울,2018-07-31,32.6,27.8,604,38.3,1519,,,,,,
108,서울,2018-08-01,33.6,27.8,556,39.6,1536,,,,,,
108,서울,2018-08-02,33.7,30.3,607,37.9,1558,,,,,,
108,서울,2018-08-03,33.1,30,2342,37.9,1415,,,,,,
108,서울,2018-08-04,31.1,28,2335,34.9,1544,,,,,,
108,서울,2018-08-05,30,27.2,507,33.9,1338,2.5,1.5,733,2,643,2
108,서울,2018-08-06,30.5,28.3,458,35.3,1637,3.83,3.5,816,4.5,726,6.5
108,서울,2018-08-07,30.5,26.8,538,35.9,1637,,,,,,
108,서울,2018-08-08,31,27.6,555,35.3,1617,,,,,,
108,서울,2018-08-09,28.8,27.1,2350,32.5,1528,3.5,1,1620,1.5,1617,2
108,서울,2018-08-10,30.7,25.7,559,36.8,1634,,,,,,
108,서울,2018-08-11,31,26.4,605,36,1611,,,,,,
108,서울,2018-08-12,30.6,27.2,555,35.3,1347,2,2.5,1857,5,1823,5
108,서울,2018-08-13,30.5,26.7,531,34.4,1518,1.58,1,16,1,-2331,1
108,서울,2018-08-14,31.7,27.7,608,37.2,1456,,,,,,
108,서울,2018-08-15,31.7,28.3,608,38,1417,.92,.9,1804,1,1745,1
108,서울,2018-08-16,29.9,24.1,2356,35.6,1331,,,,,,
108,서울,2018-08-17,27.2,21.7,602,33.8,1545,,,,,,
108,서울,2018-08-18,26.7,21.5,612,32.1,1509,,,,,,
108,서울,2018-08-19,28.2,23,608,34.4,1436,,,,,,
108,서울,2018-08-20,29.1,25.1,616,33.3,1430,.33,0,,0,,0
108,서울,2018-08-21,26.6,23.4,643,31,1647,6.5,1.5,601,3,535,5
108,서울,2018-08-22,30.7,23.4,453,37.6,1608,,,,,,
108,서울,2018-08-23,29.4,25.7,2348,32.2,1507,9.42,1.5,2116,1.6,2026,3
108,서울,2018-08-24,24.4,23.2,2340,26.3,1101,16.25,1,1335,1.5,148,7.5
108,서울,2018-08-25,25.2,22.7,2355,29.3,1401,,,,,,
108,서울,2018-08-26,23.2,20.3,613,29,1136,4.67,1,2127,1.3,2115,2
108,서울,2018-08-27,22.7,20.2,135,24.9,1637,15.17,2,431,4,234,19.5
108,서울,2018-08-28,23.7,22.5,442,26.1,1029,12.92,25.5,1957,43.5,1940,96.5
108,서울,2018-08-29,25.2,22.7,1,27.4,1147,10.92,6.5,1951,21.5,1903,42
108,서울,2018-08-30,25.3,23.9,317,28.2,1259,6.25,5,147,7.5,137,9.5
108,서울,2018-08-31,25.6,22.8,719,30.3,1457,5.08,.1,,.1,,.1
108,서울,2018-09-01,25.5,20.8,615,30.9,1528,,,,,,
108,서울,2018-09-02,25.1,20.1,603,29.6,1514,,,,,,
108,서울,2018-09-03,23.3,21.4,2342,25.8,1521,10.83,5.5,1637,20,1626,34.5
108,서울,2018-09-04,23.2,20,540,27.8,1626,,,,,,
108,서울,2018-09-05,24,19.6,616,28.5,1436,,,,,,
108,서울,2018-09-06,24.1,20.9,635,28.2,1353,.75,1,2305,1,2305,1
108,서울,2018-09-07,22,19.1,2330,25.5,1337,1.58,.5,105,.5,105,.5
108,서울,2018-09-08,21.7,15.9,653,27.7,1543,,,,,,
108,서울,2018-09-09,22.2,15.6,620,28.9,1450,,,,,,
108,서울,2018-09-10,22.9,18.6,616,28.4,1519,,,,,,
108,서울,2018-09-11,21.6,16.8,618,26.1,1445,,,,,,
108,서울,2018-09-12,22.8,16.8,621,28.2,1551,,,,,,
108,서울,2018-09-13,23.5,20.3,547,28.3,1524,,,,,,
108,서울,2018-09-14,23.5,20.3,622,26.8,1310,1.75,.5,2222,.5,2150,.5
108,서울,2018-09-15,23.3,21,559,26,1233,4.75,.1,,.1,,.2
108,서울,2018-09-16,22.2,21,1936,23.9,1212,14.33,.5,1449,1,1536,2
108,서울,2018-09-17,22.3,18.5,630,27.7,1505,1.83,.1,,.1,,.1
108,서울,2018-09-18,22,17.7,536,26.5,1551,,,,,,
108,서울,2018-09-19,22.1,18.9,614,26.6,1305,6.83,.1,,.1,,.2
108,서울,2018-09-20,19,17.8,719,20.1,1,10.92,.5,548,2,545,5
108,서울,2018-09-21,19.4,17.6,537,21.9,1450,11.83,2,652,6.5,613,18
108,서울,2018-09-22,20.8,17.2,2357,25.5,1427,1,4,415,6.5,355,6.5
108,서울,2018-09-23,19.4,15.6,234,25.3,1515,1.5,0,,0,,0
108,서울,2018-09-24,17.6,14.2,516,22.1,1448,,,,,,
108,서울,2018-09-25,17.8,10.8,645,24.3,1519,,,,,,
108,서울,2018-09-26,19.4,16.2,522,24.8,1441,,,,,,
108,서울,2018-09-27,18.9,13.2,626,25,1416,,,,,,
108,서울,2018-09-28,17.5,14.3,608,22.2,1608,,,,,,
108,서울,2018-09-29,20.2,14.6,553,27,1520,,,,,,
108,서울,2018-09-30,17.6,14,2312,21.6,1453,,,,,,
108,서울,2018-10-01,15.4,13,2400,19.7,1418,.58,0,,0,,0
108,서울,2018-10-02,15.9,10.3,653,22,1622,,,,,,
108,서울,2018-10-03,17.3,11.2,643,24.2,1526,,,,,,
108,서울,2018-10-04,19.3,13,521,25.6,1510,,,,,,
108,서울,2018-10-05,16.9,15.7,1013,19,1,17.17,3,1604,8,1434,36.5
108,서울,2018-10-06,18,16.3,2400,21.7,1551,12.67,2.5,456,10.5,625,55.5
108,서울,2018-10-07,16.4,12.3,2355,21.1,1524,,,,,,
108,서울,2018-10-08,14.8,9.2,641,20.9,1437,,,,,,
108,서울,2018-10-09,15.3,10.7,449,19.8,1230,.42,0,,0,,0
108,서울,2018-10-10,12,7.9,2348,16.7,13,2.67,1.5,155,5.5,111,7
108,서울,2018-10-11,9.7,6.1,710,13.9,1331,,,,,,
108,서울,2018-10-12,10.9,5.2,707,17.4,1508,,,,,,
108,서울,2018-10-13,12.5,6.1,707,19.8,1500,,,,,,
108,서울,2018-10-14,13.2,6.8,638,20.3,1457,,,,,,
108,서울,2018-10-15,15.2,10.9,346,21,1530,,,,,,
108,서울,2018-10-16,14.5,9.9,554,20.3,1417,,,,,,
108,서울,2018-10-17,12.4,8.4,649,18.6,1427,,,,,,
108,서울,2018-10-18,12.7,7.5,541,19,1456,,,,,,
108,서울,2018-10-19,13.1,7.2,550,20.4,1409,,,,,,
108,서울,2018-10-20,13.4,6.9,659,21.4,1452,,,,,,
108,서울,2018-10-21,13.4,7.2,637,21.1,1512,,,,,,
108,서울,2018-10-22,14,8.8,647,20.6,1400,,,,,,
108,서울,2018-10-23,12.2,9.8,521,16.9,1524,3,1.5,1103,5,1055,5
108,서울,2018-10-24,12.5,7.6,726,18.7,1520,,,,,,
108,서울,2018-10-25,13.8,7,641,21.2,1451,,,,,,
108,서울,2018-10-26,12.2,9.9,2337,14.7,1536,8.58,2,1338,6,1304,11
108,서울,2018-10-27,8.7,6.2,2249,11.6,1459,,,,,,
108,서울,2018-10-28,8.3,5.2,2354,13.5,1435,4.67,2,812,2.5,726,5.5
108,서울,2018-10-29,7.2,3.4,2358,11.7,1356,.83,0,,0,,0
108,서울,2018-10-30,6.1,.7,532,11.6,1516,1.58,,,,,0
108,서울,2018-10-31,7.4,3,719,12.6,1522,1.58,0,,0,,0
108,서울,2018-11-01,8.4,2.5,648,15.2,1516,,,,,,
108,서울,2018-11-02,10.6,4,634,19,1549,,,,,,
108,서울,2018-11-03,11.2,5,712,19.1,1520,,,,,,
108,서울,2018-11-04,11.6,5.3,727,19.4,1432,,,,,,
108,서울,2018-11-05,11.9,6.6,707,18.3,1412,,,,,,
108,서울,2018-11-06,12.2,8,659,17.5,1359,,,,,,
108,서울,2018-11-07,12.8,10.3,550,15.7,1403,11,,,,,2
108,서울,2018-11-08,11.8,10.5,520,14.7,2017,24,,,,,64
108,서울,2018-11-09,12.1,9.5,726,15.4,1434,3.5,,,,,1
108,서울,2018-11-10,11.9,8.8,539,17.1,1358,1.08,,,,,0
108,서울,2018-11-11,8.1,5.4,2353,10.9,1126,2.33,,,,,0
108,서울,2018-11-12,8.1,3.1,719,15.1,1437,,,,,,
108,서울,2018-11-13,8.8,4.1,605,15.4,1424,,,,,,
108,서울,2018-11-14,9.8,4.8,723,16.6,1515,,,,,,
108,서울,2018-11-15,9.7,4.7,632,16.2,1519,,,,,,
108,서울,2018-11-16,8.8,4.2,2400,14.5,1303,,,,,,
108,서울,2018-11-17,4.9,.6,746,11.4,1232,,,,,,
108,서울,2018-11-18,6.1,1.9,545,10.7,1348,,,,,,
108,서울,2018-11-19,6.5,3.3,718,11.3,1436,,,,,,
108,서울,2018-11-20,6.5,0,731,12.7,1345,.83,,,,,.2
108,서울,2018-11-21,5.8,3.1,2357,8.2,1248,3.83,,,,,1
108,서울,2018-11-22,2.3,-1.3,736,7.1,1335,,,,,,
108,서울,2018-11-23,1.9,-3.1,748,7.6,1314,,,,,,
108,서울,2018-11-24,2.6,.3,808,3.8,1456,4.33,,,,,10.9
108,서울,2018-11-25,4.8,1.3,700,9.8,1532,,,,,,
108,서울,2018-11-26,6.3,1.6,704,13.6,1511,,,,,,
108,서울,2018-11-27,7.1,3.1,350,12.5,1449,,,,,,
108,서울,2018-11-28,5,2.1,754,11.1,1411,,,,,,
108,서울,2018-11-29,3.5,.6,737,6.7,1443,.67,,,,,0
108,서울,2018-11-30,2.7,-1.5,740,8,1314,,,,,,
108,서울,2018-12-01,5.5,.8,405,12.4,1524,,,,,,
108,서울,2018-12-02,8.2,2.8,302,11.8,1532,,,,,,
108,서울,2018-12-03,11.5,9.3,643,13.5,1822,13.25,,,,,9.5
108,서울,2018-12-04,6.7,-.3,2400,11.8,2,6.75,,,,,5
108,서울,2018-12-05,0,-4.3,726,3.4,1416,,,,,,
108,서울,2018-12-06,2.4,-1,2356,6.8,1302,1.25,,,,,0
108,서울,2018-12-07,-7.3,-9.6,2353,-1.1,1,,,,,,
108,서울,2018-12-08,-8.3,-11.4,725,-4.4,1504,,,,,,
108,서울,2018-12-09,-7.2,-11.8,735,-2.1,1538,,,,,,
108,서울,2018-12-10,-2.5,-8.1,639,4.6,1521,,,,,,
108,서울,2018-12-11,.2,-2.4,10,2.9,1344,,,,,,
108,서울,2018-12-12,-1.9,-5,727,2.4,1426,,,,,,
108,서울,2018-12-13,-2.2,-5.9,2358,2.1,1424,9,,,,,1.3
108,서울,2018-12-14,-4.4,-7.8,820,.6,1442,,,,,,
108,서울,2018-12-15,-2.4,-7.8,734,3.2,1444,,,,,,
108,서울,2018-12-16,0,-2.6,158,2.1,1531,6.25,,,,,.3
108,서울,2018-12-17,1.6,-1.5,2359,5.9,1439,.67,,,,,.3
108,서울,2018-12-18,2.6,-2.8,720,7.4,1405,,,,,,
108,서울,2018-12-19,4,1.3,618,9.5,1456,,,,,,
108,서울,2018-12-20,3.4,-1.1,700,10.4,1521,,,,,,
108,서울,2018-12-21,5.6,.4,153,9.8,1555,,,,,,
108,서울,2018-12-22,6.9,2.9,835,12.4,1504,,,,,,
108,서울,2018-12-23,2.4,-3.4,2355,7.5,1345,,,,,,
108,서울,2018-12-24,-2.3,-5.9,809,3.1,1359,,,,,,
108,서울,2018-12-25,.6,-4,105,5.2,1407,,,,,,
108,서울,2018-12-26,-1.5,-7.1,2359,3,40,,,,,,
108,서울,2018-12-27,-10.1,-12.5,2352,-6.5,1428,,,,,,
108,서울,2018-12-28,-10.5,-14.4,724,-6.6,1545,,,,,,
108,서울,2018-12-29,-7.6,-10.5,647,-3,1525,,,,,,
108,서울,2018-12-30,-6.8,-11.3,533,-.9,1449,,,,,,
108,서울,2018-12-31,-5.4,-10.5,730,-.5,1453,,,,,,
108,서울,2019-01-01,-5,-8.2,631,-.6,1525,,,,,,
108,서울,2019-01-02,-4.9,-8.8,802,.2,1458,,,,,,
108,서울,2019-01-03,-3.5,-8.4,726,3.2,1436,,,,,,
108,서울,2019-01-04,-1.1,-6.2,757,4.1,1504,,,,,,
108,서울,2019-01-05,-2.8,-5.5,2358,1.1,1521,,,,,,
108,서울,2019-01-06,-2.8,-6.3,154,2.7,1512,,,,,,
108,서울,2019-01-07,-1.9,-6.2,658,3.1,1436,,,,,,
108,서울,2019-01-08,-3.5,-7.2,2238,.5,1507,,,,,,
108,서울,2019-01-09,-4.7,-9.4,630,1.3,1525,,,,,,
108,서울,2019-01-10,-.6,-4.5,619,3,1222,,,,,,
108,서울,2019-01-11,2.4,-.4,802,7.2,1413,,,,,,
108,서울,2019-01-12,2.8,-.6,2359,8,1437,,,,,,
108,서울,2019-01-13,1.2,-3,605,7.6,1419,,,,,,
108,서울,2019-01-14,1.4,-2.4,719,5.3,1452,,,,,,
108,서울,2019-01-15,-1.7,-7.2,2345,2.6,1456,1,,,,,0
108,서울,2019-01-16,-5.2,-10.1,724,-1.1,1542,3.75,,,,,0
108,서울,2019-01-17,-.3,-3.2,731,4,1559,2.83,,,,,0
108,서울,2019-01-18,.6,-4.6,737,6.7,1441,,,,,,
108,서울,2019-01-19,3.6,0,327,8.5,1442,,,,,,
108,서울,2019-01-20,-1.4,-5.5,2327,4,1,,,,,,
108,서울,2019-01-21,-1.2,-6.7,326,4.2,1612,2.75,,,,,0
108,서울,2019-01-22,1.7,-3.3,706,7.1,1327,,,,,,
108,서울,2019-01-23,2,-.8,712,7,1557,,,,,,
108,서울,2019-01-24,.1,-4.6,806,6.5,1446,,,,,,
108,서울,2019-01-25,-1.2,-3.8,825,2.6,1433,,,,,,
108,서울,2019-01-26,-2.5,-6.5,816,2.4,1544,,,,,,
108,서울,2019-01-27,-.1,-6.6,749,5.1,1448,,,,,,
108,서울,2019-01-28,1.2,-2.4,2357,4.5,1523,1.5,,,,,0
108,서울,2019-01-29,-.2,-5.6,737,7,1508,,,,,,
108,서울,2019-01-30,1.8,-2.8,746,6.6,1414,,,,,,
108,서울,2019-01-31,-2,-6.2,2355,2.3,1,,,,,,
108,서울,2019-02-01,-2.1,-7.4,333,2.8,1320,2.25,,,,,.3
108,서울,2019-02-02,1.4,-3.2,434,6.1,1643,.42,,,,,0
108,서울,2019-02-03,3.3,2,352,4.9,1435,19.67,,,,,16
108,서울,2019-02-04,-.6,-3.3,806,3,1533,,,,,,
108,서울,2019-02-05,2.8,-3.6,458,10.1,1500,,,,,,
108,서울,2019-02-06,5.1,.1,715,9.3,1354,,,,,,
108,서울,2019-02-07,-2.1,-8.2,2339,6.3,1,4.17,,,,,.5
108,서울,2019-02-08,-6.1,-10.2,741,-1.3,1354,,,,,,
108,서울,2019-02-09,-5.4,-8.6,742,-1.9,1534,,,,,,
108,서울,2019-02-10,-5,-9.1,634,-1.9,1506,,,,,,
108,서울,2019-02-11,-3,-7.5,641,2,1622,,,,,,
108,서울,2019-02-12,-.6,-4.1,117,3.7,1432,2.25,,,,,0
108,서울,2019-02-13,-2.1,-5.7,710,2.5,1559,,,,,,
108,서울,2019-02-14,-.5,-5.9,743,6.3,1600,,,,,,
108,서울,2019-02-15,-.8,-2.9,710,.9,1834,14.83,,,,,2.2
108,서울,2019-02-16,-2.7,-5.1,808,1.5,1558,3.42,,,,,.2
108,서울,2019-02-17,-1.8,-6.8,734,4.6,1603,,,,,,
108,서울,2019-02-18,.9,-4.7,618,5.9,1350,,,,,,
108,서울,2019-02-19,1.4,.2,510,3,1710,11.58,,,,,4.6
108,서울,2019-02-20,1.7,-.1,2359,4.5,1647,2.33,,,,,0
108,서울,2019-02-21,2.4,-2.6,703,9,1540,,,,,,
108,서울,2019-02-22,4,-1.6,606,10.8,1603,,,,,,
108,서울,2019-02-23,6.8,.5,640,14.5,1522,,,,,,
108,서울,2019-02-24,6.3,1.2,648,13.7,1500,,,,,,
108,서울,2019-02-25,4.7,1.3,725,10.2,1540,,,,,,
108,서울,2019-02-26,5.2,-1.5,656,12,1514,,,,,,
108,서울,2019-02-27,7.8,4.7,754,14,1400,,,,,,
108,서울,2019-02-28,6.6,2,653,12.8,1446,,,,,,
108,서울,2019-03-01,6.6,1.2,725,13,1451,,,,,,
108,서울,2019-03-02,7.8,1.3,735,14.7,1503,,,,,,
108,서울,2019-03-03,9.4,2.5,731,16.1,1417,,,,,,
108,서울,2019-03-04,9.9,5,710,16.3,1452,,,,,,
108,서울,2019-03-05,8.4,5.6,232,12.9,1350,,,,,,
108,서울,2019-03-06,8.4,5.7,727,12.4,1555,,,,,,
108,서울,2019-03-07,7,3.1,625,12.7,1455,,,,,,
108,서울,2019-03-08,6.1,.6,712,13.4,1438,,,,,,
108,서울,2019-03-09,7.2,-.4,712,14.9,1522,,,,,,
108,서울,2019-03-10,10.1,6.7,725,15.3,1514,,,,,,
108,서울,2019-03-11,6.6,3.5,710,10,1513,1.5,,,,,0
108,서울,2019-03-12,3.9,-.3,2354,7.9,1314,.92,,,,,0
108,서울,2019-03-13,3.5,-.4,239,8.5,1456,.58,,,,,0
108,서울,2019-03-14,5,-1.7,517,10,1307,.5,,,,,0
108,서울,2019-03-15,5.5,1.6,2357,11.3,1508,4.58,,,,,3.5
108,서울,2019-03-16,4.3,.2,546,9.2,1326,,,,,,
108,서울,2019-03-17,6.3,2.6,503,12.4,1617,,,,,,
108,서울,2019-03-18,7.1,1.4,658,14.4,1440,,,,,,
108,서울,2019-03-19,10,3.4,654,16.7,1456,,,,,,
108,서울,2019-03-20,10.3,7.1,555,14.6,1415,9.92,,,,,16.5
108,서울,2019-03-21,7.1,1.9,2355,11.1,1304,6.5,,,,,3.3
108,서울,2019-03-22,3.3,-.7,613,8.3,1548,,,,,,
108,서울,2019-03-23,3.3,-.4,549,8.2,1537,1.75,,,,,1.7
108,서울,2019-03-24,4.3,-.8,656,9.7,1423,,,,,,
108,서울,2019-03-25,7.3,2.9,256,11.5,1636,,,,,,
108,서울,2019-03-26,11.4,7.4,424,17.6,1602,,,,,,
108,서울,2019-03-27,11.6,8.9,18,16.2,1240,,,,,,
108,서울,2019-03-28,9.4,5.6,648,14.6,1523,,,,,,
108,서울,2019-03-29,9.2,5.5,602,15.1,1406,,,,,,
108,서울,2019-03-30,5.2,3.5,2017,8.4,1426,14.67,,,,,1.8
108,서울,2019-03-31,4.4,2.6,2356,8.4,1537,3.67,,,,,0
108,서울,2019-04-01,5.5,.3,555,11.3,1456,,,,,,
108,서울,2019-04-02,6.7,1.3,538,13,1611,,,,,,
108,서울,2019-04-03,7.6,1.9,604,13.6,1446,,,,,,
108,서울,2019-04-04,9.2,3,535,15.7,1511,,,,,,
108,서울,2019-04-05,11.4,7,305,17.2,1521,2.83,0,,0,,0
108,서울,2019-04-06,9.3,5.9,541,12.2,1234,4,.5,1616,.6,1530,.8
108,서울,2019-04-07,12.6,5.6,650,20.3,1505,,,,,,
108,서울,2019-04-08,11.6,7.6,640,17.2,1611,,,,,,
108,서울,2019-04-09,9.2,4.7,2233,13.9,1425,8.42,.9,1754,3.8,1735,17.4
108,서울,2019-04-10,7.1,4.7,17,10.2,1813,15.5,.6,-2357,1.9,-2331,5.6
108,서울,2019-04-11,9.5,4.3,529,15.7,1320,,,,,,
108,서울,2019-04-12,11.4,5.5,627,18.4,1426,,,,,,
108,서울,2019-04-13,11.8,6.2,551,17.9,1509,,,,,,
108,서울,2019-04-14,9.6,6.9,2347,13.6,1557,6.25,.4,952,1.3,945,1.7
108,서울,2019-04-15,11.6,3.9,603,18.1,1408,,,,,,
108,서울,2019-04-16,14.9,6.8,630,22.6,1418,,,,,,
108,서울,2019-04-17,15.3,9.1,543,21.8,1222,,,,,,
108,서울,2019-04-18,12.6,10.4,2358,16.2,1315,.92,0,,0,,0
108,서울,2019-04-19,13.8,9.6,321,19.7,1611,,,,,,
108,서울,2019-04-20,14.3,9.7,419,19.1,1503,4.25,.2,,.7,2243,1.2
108,서울,2019-04-21,14.8,12.2,428,20.2,1610,3.33,.2,,.2,,.3
108,서울,2019-04-22,19.3,10.7,537,28.2,1611,,,,,,
108,서울,2019-04-23,20.4,15.3,557,25.5,1422,.75,0,,0,,0
108,서울,2019-04-24,19.5,15.8,558,25.9,1531,7.67,.5,246,1.9,211,4.1
108,서울,2019-04-25,13.2,9.4,2355,17.2,419,12.5,1.2,1958,2.7,2045,11.3
108,서울,2019-04-26,8.4,6.2,2345,9.9,1312,14.17,.6,345,1.9,310,4.9
108,서울,2019-04-27,11.6,4.1,514,18.2,1511,,,,,,
108,서울,2019-04-28,12.9,9.9,2352,16.6,1448,1.75,0,,0,,0
108,서울,2019-04-29,13,8.3,552,17.3,1742,,,,,,
108,서울,2019-04-30,15.5,9,547,22.5,1538,,,,,,
108,서울,2019-05-01,16.4,11.2,603,22.2,1409,,,,,,
108,서울,2019-05-02,17.1,10.6,555,25.3,1454,,,,,,
108,서울,2019-05-03,17.9,10.1,550,26.1,1413,,,,,,
108,서울,2019-05-04,19.5,12,601,27.4,1456,,,,,,
108,서울,2019-05-05,19.2,13.6,603,26.5,1306,,,,,,
108,서울,2019-05-06,14.5,9.8,601,19.8,1554,.17,0,,0,,0
108,서울,2019-05-07,15,8.4,602,21.9,1434,,,,,,
108,서울,2019-05-08,15.6,10.1,537,21.3,1536,,,,,,
108,서울,2019-05-09,16.6,11.7,532,22.9,1527,,,,,,
