지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm)
108,서울,2020-03-10,6.4,3.2,2343,10.8,1,18.67,,,,,11.8
108,서울,2020-03-11,3.8,0,658,8.3,1454,,,,,,
108,서울,2020-03-12,6.8,.2,638,13.3,1435,,,,,,
108,서울,2020-03-13,4.9,-.1,2400,8.7,1427,2.25,,,,,.5
108,서울,2020-03-14,3.6,-2.7,642,8.6,1440,,,,,,
108,서울,2020-03-15,4,.2,2335,8.5,1327,,,,,,
108,서울,2020-03-16,3.6,-2.1,638,9.1,1510,,,,,,
108,서울,2020-03-17,6.6,3.1,46,12.3,1537,,,,,,
108,서울,2020-03-18,10,2.7,726,17,1550,,,,,,
108,서울,2020-03-19,9.1,5.8,2400,12.1,641,.33,,,,,0
108,서울,2020-03-20,8.8,3.1,641,14,1421,,,,,,
108,서울,2020-03-21,12.8,7.9,107,19.5,1538,,,,,,
108,서울,2020-03-22,11,6.1,631,16.5,1402,,,,,,
108,서울,2020-03-23,10.6,5.4,516,17,1507,,,,,,
108,서울,2020-03-24,11.4,5.3,558,17.9,1444,,,,,,
108,서울,2020-03-25,12.5,6.1,644,19.2,1401,,,,,,
108,서울,2020-03-26,14.8,8.1,622,20.6,1330,4.92,,,,,1.8
108,서울,2020-03-27,11.9,6.7,2357,15.8,1512,5.92,,,,,2
108,서울,2020-03-28,7.7,4.5,622,12.8,1522,,,,,,
108,서울,2020-03-29,8.7,1.3,632,16.1,1520,,,,,,
108,서울,2020-03-30,10.2,4.3,658,16.9,1542,,,,,,
108,서울,2020-03-31,11.9,4.7,622,18.6,1401,,,,,,
108,서울,2020-04-01,11.3,6,2358,17.4,1350,,,,,,
108,서울,2020-04-02,9.3,3.4,613,15.5,1315,,,,,,
108,서울,2020-04-03,10,5.3,504,16.3,1434,,,,,,
108,서울,2020-04-04,8.9,5,2358,13.3,1505,,,,,,
108,서울,2020-04-05,7.2,1.9,605,13.7,1516,,,,,,
108,서울,2020-04-06,9.3,2.9,601,16.1,1348,,,,,,
108,서울,2020-04-07,10.6,6,430,16.8,1416,,,,,,
108,서울,2020-04-08,9.4,5.2,457,14.2,1557,,,,,,
108,서울,2020-04-09,8.9,4.3,604,14.7,1437,,,,,,
108,서울,2020-04-10,10.7,5.8,520,16.8,1527,,,,,,
108,서울,2020-04-11,9.9,6.2,630,16,1441,,,,,,
108,서울,2020-04-12,9.9,4.4,617,15.6,1136,,,,,,
108,서울,2020-04-13,12.4,4.3,617,20.4,1617,,,,,,
108,서울,2020-04-14,13,7.6,631,19.6,1351,,,,,,
108,서울,2020-04-15,13.2,7.2,609,20.2,1510,,,,,,
108,서울,2020-04-16,16,8.9,353,23.8,1535,,,,,,
108,서울,2020-04-17,12.5,10.4,959,15.4,201,9.5,3,1300,3.9,1238,6.5
108,서울,2020-04-18,13.5,8.5,632,19.6,1455,,,,,,
108,서울,2020-04-19,12.3,9.5,2300,15.5,1332,9,.8,1859,2.9,1712,10.3
108,서울,2020-04-20,10,7.6,2353,13.1,1059,2.33,.1,,.1,,.1
108,서울,2020-04-21,7.4,4.8,2257,10.4,1418,,,,,,
108,서울,2020-04-22,6,4.1,550,8.3,1405,2.33,0,,0,,0
108,서울,2020-04-23,7.9,2.9,543,12.8,1456,,,,,,
108,서울,2020-04-24,9.9,4.1,612,14.3,1409,,,,,,
108,서울,2020-04-25,13.1,9.9,1,17.1,1447,,,,,,
108,서울,2020-04-26,12.3,6.8,612,19,1527,,,,,,
108,서울,2020-04-27,12.9,8.7,516,18.3,1419,,,,,,
108,서울,2020-04-28,13.9,7.8,555,19.9,1447,,,,,,
108,서울,2020-04-29,14.9,9.3,559,21,1333,,,,,,
108,서울,2020-04-30,17.1,9.3,553,23.4,1459,,,,,,
108,서울,2020-05-01,20.2,16.4,301,26.2,1450,,,,,,
108,서울,2020-05-02,20.3,18,328,23.9,1500,.67,0,,0,,0
108,서울,2020-05-03,21.8,17,520,27.4,1459,1.08,0,,0,,0
108,서울,2020-05-04,20.2,14.8,2359,25.3,1358,,,,,,
108,서울,2020-05-05,16,13.1,519,19.3,1211,,,,,,
108,서울,2020-05-06,19.4,11.1,546,27.6,1546,,,,,,
108,서울,2020-05-07,20.7,14.9,541,26.5,1419,,,,,,
108,서울,2020-05-08,19.9,14.3,2357,27.3,1423,6.17,.5,2238,1.6,2203,2.3
108,서울,2020-05-09,14.2,12.7,338,16.8,1623,24,1.4,958,4.7,948,24.4
108,서울,2020-05-10,14.4,12.8,138,16.6,1405,8.42,.3,305,.7,230,1.3
108,서울,2020-05-11,16.5,12.4,2358,22,1414,3,1.8,2340,3.8,2323,3.4
108,서울,2020-05-12,14.3,10.5,516,18.9,1527,.83,.5,13,.7,1,.7
108,서울,2020-05-13,16.1,10.2,607,21.8,1420,,,,,,
108,서울,2020-05-14,19.3,12.4,402,25.4,1346,,,,,,
108,서울,2020-05-15,16.1,14.1,1052,20.2,426,20.75,.6,919,2.1,838,12
108,서울,2020-05-16,16.7,15,1,20.3,1644,12.67,.2,,.5,556,2.5
108,서울,2020-05-17,19.1,14.6,537,24.9,1640,1,0,,0,,0
108,서울,2020-05-18,19.1,13.2,2202,26.8,1429,7,11.5,1603,19.8,1553,29.8
108,서울,2020-05-19,13,10.1,2355,17.1,1605,6.42,3,1029,9.6,949,19
108,서울,2020-05-20,14.4,9.2,213,20.1,1427,.58,0,,0,,0
108,서울,2020-05-21,17.4,10.9,519,22.9,1630,,,,,,
108,서울,2020-05-22,18.5,14.8,541,22.7,1541,.5,0,,0,,0
108,서울,2020-05-23,20.1,16.6,545,25,1530,.67,0,,0,,0
108,서울,2020-05-24,17.1,14.3,2319,20.2,1415,9.75,3.4,545,9.9,544,14.5
108,서울,2020-05-25,16.6,13.7,2357,21.3,1513,,,,,,
108,서울,2020-05-26,16.2,12.7,535,22.9,1400,2.67,1.3,2023,1.5,1955,1.5
108,서울,2020-05-27,17.4,11.8,602,23.9,1450,,,,,,
108,서울,2020-05-28,18.7,14.2,529,23.4,1605,.25,0,,0,,0
108,서울,2020-05-29,20.7,14.6,546,27.6,1652,,,,,,
108,서울,2020-05-30,22.6,16.5,530,30,1601,,,,,,
108,서울,2020-05-31,21.2,17.6,523,28,1332,1.92,.3,2305,1,2245,1
108,서울,2020-06-01,19.7,16.6,528,24.5,1603,3.75,.3,-2357,.3,-2345,.4
108,서울,2020-06-02,17.9,14.8,449,21.8,1526,1.83,.8,1129,1.9,1055,2
108,서울,2020-06-03,22,17.6,546,28.4,1516,,,,,,
108,서울,2020-06-04,21.9,19.7,2358,26.5,1401,6.75,.1,,.1,,.2
108,서울,2020-06-05,23,18.4,443,28.7,1529,,,,,,
108,서울,2020-06-06,24.6,19.2,541,30.9,1543,,,,,,
108,서울,2020-06-07,22.7,19.2,318,29.2,1545,,,,,,
108,서울,2020-06-08,25,19.8,101,32,1529,,,,,,
108,서울,2020-06-09,26.7,20.3,558,32.8,1502,,,,,,
108,서울,2020-06-10,25.8,22.5,548,32.1,1356,6.58,.6,1935,2.9,2019,6.2
108,서울,2020-06-11,26.1,21.7,511,31.6,1620,.42,0,,.1,,0
108,서울,2020-06-12,24.7,21.6,525,27.6,1421,,,,,,
108,서울,2020-06-13,26.9,20.6,541,33.5,1513,.5,0,,0,,0
108,서울,2020-06-14,24,20.1,2355,28.8,1433,3.83,.4,314,1.1,231,1.1
108,서울,2020-06-15,23,18.2,548,28.6,1500,,,,,,
108,서울,2020-06-16,24.4,20,357,30.7,1527,,,,,,
108,서울,2020-06-17,24.3,20.2,533,30.3,1455,,,,,,
108,서울,2020-06-18,23.4,20.3,541,27.3,1551,,,,,,
108,서울,2020-06-19,24.7,21.1,658,30,1448,1.83,.1,,.1,,.1
108,서울,2020-06-20,24.9,20.7,503,29.7,1254,,,,,,
108,서울,2020-06-21,26.1,19.5,544,32.7,1450,,,,,,
108,서울,2020-06-22,28.6,21.7,522,35.4,1509,,,,,,
108,서울,2020-06-23,27.3,23.2,610,31,1405,.5,0,,0,,0
108,서울,2020-06-24,22.3,19.9,1250,26.3,1,19.17,2.9,1034,8.5,1105,37.6
108,서울,2020-06-25,21.6,20.1,2331,23.4,1527,15.33,1.1,132,3.5,120,13.3
108,서울,2020-06-26,21.8,19.2,338,25.7,1529,5.83,.4,-2356,.9,-2331,2.1
108,서울,2020-06-27,24.1,20.4,524,29.6,1525,.75,0,,0,,0
108,서울,2020-06-28,25.2,21.5,554,30.1,1507,,,,,,
108,서울,2020-06-29,23.8,20.6,2357,26.5,1059,5.08,2.6,2356,9.6,2331,11.9
108,서울,2020-06-30,20.1,18.4,507,23.1,1450,18.42,4.7,348,15.9,330,64.7
108,서울,2020-07-01,21.1,18.1,447,24.3,1642,2.17,0,,0,,0
108,서울,2020-07-02,24.2,20.4,114,29.8,1635,,,,,,
108,서울,2020-07-03,25.5,21.6,2400,30.6,1508,1.92,.1,,.5,2330,.1
108,서울,2020-07-04,24.2,20.4,542,29.5,1451,4.83,.3,20,.9,36,1.6
108,서울,2020-07-05,23.8,19.9,521,27.6,1313,,,,,,
108,서울,2020-07-06,25.6,21.8,554,30.9,1605,,,,,,
108,서울,2020-07-07,24.1,22.1,659,28.1,1647,1.25,0,,0,,0
108,서울,2020-07-08,25.5,21.3,536,30.4,1602,,,,,,
108,서울,2020-07-09,27.5,21.8,526,32.9,1449,,,,,,
108,서울,2020-07-10,24.5,22.7,2344,27.7,1,4.67,1,819,1.9,800,2.2
108,서울,2020-07-11,25.8,22.2,432,30.2,1406,,,,,,
108,서울,2020-07-12,23.5,21.7,2319,26,1235,5.42,.3,1702,.9,1644,2.9
108,서울,2020-07-13,18.7,17.7,615,21.7,1,22.92,2.2,2220,6.2,2215,47.6
108,서울,2020-07-14,20.3,17.2,416,24.3,1533,9.83,1.7,51,5.9,-2331,11.5
108,서울,2020-07-15,23.4,18.9,547,28.7,1703,,,,,,
108,서울,2020-07-16,25,20.4,454,29.7,1514,,,,,,
108,서울,2020-07-17,26,21.5,544,31.6,1433,.58,0,,0,,0
108,서울,2020-07-18,26.1,22.8,529,31,1539,,,,,,
108,서울,2020-07-19,24,20.6,904,26.6,2201,5.67,6.6,836,19.3,820,29.1
108,서울,2020-07-20,23.8,22.4,2217,26.6,212,10.33,.9,321,1.3,231,3.6
108,서울,2020-07-21,25,21.4,611,30.5,1533,.83,0,,0,,0
108,서울,2020-07-22,23.7,22.6,2222,25.7,1501,11.17,1.6,819,6.2,758,11.5
108,서울,2020-07-23,21.1,18.5,2319,22.6,1,22.67,4.5,2028,18.5,1717,103.1
108,서울,2020-07-24,22.5,18.7,1,26.8,1625,8.25,1.1,933,2.3,855,2.9
108,서울,2020-07-25,24.3,22.3,235,29,1555,.5,0,,0,,0
108,서울,2020-07-26,25.4,21.6,549,29.6,1614,.42,0,,0,,0
108,서울,2020-07-27,24.3,22.9,611,25.5,1540,16.92,.5,356,.6,306,2.2
108,서울,2020-07-28,24.4,22.7,548,26.4,1447,10.17,.2,,.3,1614,.4
108,서울,2020-07-29,23.7,22.6,925,24.9,1746,18.17,9.3,903,27.1,902,50.1
108,서울,2020-07-30,25.3,23.4,2324,28.4,1439,5.25,.1,,.1,,.1
108,서울,2020-07-31,26.2,22.8,635,29.6,1319,2.42,1.2,2355,1.2,2305,1.5
108,서울,2020-08-01,25.3,24.3,546,26.9,1113,16.5,8.9,1224,23.6,1222,39.1
108,서울,2020-08-02,24.9,23.5,1855,26.4,1501,23.25,11.1,1534,13.8,1533,31.4
108,서울,2020-08-03,25,23.9,2002,26.3,142,19.92,14.9,1920,28.5,836,102.6
108,서울,2020-08-04,27,25,1,29.4,1520,11.67,.9,722,1.8,636,3.9
108,서울,2020-08-05,26.5,25.5,2346,29.1,1630,12.67,7.3,2337,14.4,2325,18.5
108,서울,2020-08-06,24.1,22.9,2357,26,1644,12.33,6.8,419,19.9,415,75.7
108,서울,2020-08-07,24.3,22.6,628,26.1,1536,2.5,0,,0,,0
108,서울,2020-08-08,24.2,22.7,432,26.1,1628,10.42,1.3,2028,5.9,2026,19.1
108,서울,2020-08-09,24.9,23.7,1,25.8,2330,20.25,3.9,1107,13.9,1337,50.3
108,서울,2020-08-10,26.5,24.7,2357,29.5,1331,17.67,10,1615,28.6,1556,44.6
108,서울,2020-08-11,24.6,22.4,536,27.3,1333,10.17,6.3,604,23.6,435,97
108,서울,2020-08-12,27.2,23.5,431,31.3,1405,,,,,,
108,서울,2020-08-13,28,26.3,506,30.3,1557,,,,,,
108,서울,2020-08-14,27.1,26.5,822,28,1147,2.92,.4,753,.4,750,.4
108,서울,2020-08-15,26.1,25,729,27,1745,17.08,13.1,1300,23.7,552,69
108,서울,2020-08-16,27.4,25.3,533,30.8,1441,,,,,,
108,서울,2020-08-17,28.2,26.1,459,32.2,1602,,,,,,
108,서울,2020-08-18,27.5,24,622,31.9,1543,,,,,,
108,서울,2020-08-19,27.1,23.6,514,31.4,1548,,,,,,
108,서울,2020-08-20,27.7,25,301,31.7,1310,,,,,,
108,서울,2020-08-21,26.6,25.2,543,29.2,1630,4.67,1.6,1247,2.1,1159,2.5
108,서울,2020-08-22,24.3,21.7,2342,27.6,1207,6.25,9.7,1227,23,1211,42.6
108,서울,2020-08-23,25.3,21.5,45,29.9,1555,,,,,,
108,서울,2020-08-24,27.8,23.7,554,32,1521,,,,,,
108,서울,2020-08-25,29.9,26,618,34.5,1452,,,,,,
108,서울,2020-08-26,30.2,27,552,34.5,1553,4.75,.4,2310,.6,2225,.6
108,서울,2020-08-27,27.1,25.6,736,28.6,1611,15.08,1.6,635,4.2,632,8.7
108,서울,2020-08-28,27.3,26,551,29.7,1228,9.25,4.7,539,6.7,523,13.6
108,서울,2020-08-29,26.8,25.5,558,29,1612,9.5,3.1,1055,6.5,1052,13.6
108,서울,2020-08-30,26.8,24.4,2348,30.6,1423,11.08,9.9,155,32.5,144,42.5
108,서울,2020-08-31,26.4,23.8,107,30,1610,.17,0,,0,,0
108,서울,2020-09-01,26.6,23.8,630,29.5,1459,.75,0,,0,,0
108,서울,2020-09-02,24.3,22.6,2346,26.4,2,20.08,6,1746,20,1736,33.3
108,서울,2020-09-03,22.7,20,741,25.6,1420,11,1.3,740,5.1,220,29.8
108,서울,2020-09-04,23.3,19.9,325,27.5,1541,,,,,,
108,서울,2020-09-05,23.3,19.2,615,27.3,1529,,,,,,
108,서울,2020-09-06,21.7,19.5,2252,24.4,1449,8.58,1.5,2244,4.1,2240,6.4
108,서울,2020-09-07,19.2,17.5,751,20.6,2352,24,1.9,827,8.4,1933,61
108,서울,2020-09-08,23.4,20.6,1,26.5,1419,1,0,,0,,0
108,서울,2020-09-09,21.1,19,1424,25.3,1258,4.83,.9,1416,1.1,1331,1.3
108,서울,2020-09-10,22.8,18.8,623,27,1537,2.25,2.7,511,3.5,431,3.9
108,서울,2020-09-11,22.4,19.2,2357,27.1,1219,7.83,.4,2353,1.4,2330,1.2
108,서울,2020-09-12,20.2,18.1,232,23.2,1541,18.58,.6,138,1.8,121,5.7
108,서울,2020-09-13,21.5,16.7,618,26.6,1542,,,,,,
108,서울,2020-09-14,21.3,17.6,622,24.9,1236,.42,0,,0,,0
108,서울,2020-09-15,23,18.9,627,27.7,1429,,,,,,
108,서울,2020-09-16,22.5,21.3,2327,24.9,1248,5.75,.2,,.2,,.3
108,서울,2020-09-17,21.3,20.1,2333,23.6,1523,,,,,,
108,서울,2020-09-18,21.5,18.1,705,25.8,1444,,,,,,
108,서울,2020-09-19,21.2,17.6,2400,26.2,1436,1,.2,,.2,,.3
108,서울,2020-09-20,19.7,15.6,630,24.9,1510,,,,,,
108,서울,2020-09-21,19.1,13.6,609,25.3,1449,,,,,,
108,서울,2020-09-22,20.2,15.5,618,25.6,1454,,,,,,
108,서울,2020-09-23,19.2,15.2,521,23.8,1359,,,,,,
108,서울,2020-09-24,20.6,16.8,606,25.4,1340,,,,,,
108,서울,2020-09-25,20.1,16.6,426,25.4,1433,,,,,,
108,서울,2020-09-26,19.3,14.8,537,24.8,1458,,,,,,
108,서울,2020-09-27,20.4,14.9,640,25.8,1340,,,,,,
108,서울,2020-09-28,20.7,15.7,528,26.5,1451,,,,,,
108,서울,2020-09-29,19.6,15.3,626,23.9,1623,,,,,,
108,서울,2020-09-30,19.6,16.2,647,25.7,1358,2.67,15.3,1840,34,1824,38.3
108,서울,2020-10-01,18.8,15.6,620,23.6,1445,,,,,,
108,서울,2020-10-02,19.2,16.3,353,21.9,1130,.75,0,,0,,0
108,서울,2020-10-03,19.9,18.3,2338,23.2,1230,1.08,0,,0,,0
108,서울,2020-10-04,16.6,10.6,2350,21.8,1330,3.75,0,,0,,0
108,서울,2020-10-05,13.3,8.5,537,18.4,1555,,,,,,
108,서울,2020-10-06,14.2,9.3,627,19.7,1529,,,,,,
108,서울,2020-10-07,16,9.9,705,22,1558,,,,,,
108,서울,2020-10-08,17.2,12.1,621,23.1,1511,,,,,,
108,서울,2020-10-09,17.2,12.4,527,23.3,1508,,,,,,
108,서울,2020-10-10,16.9,12.3,543,21.5,1344,,,,,,
108,서울,2020-10-11,16.9,12.7,634,20.8,1155,,,,,,
108,서울,2020-10-12,16.2,12.1,2356,21.3,1411,,,,,,
108,서울,2020-10-13,13.6,8.6,627,18.4,1459,,,,,,
108,서울,2020-10-14,12.8,8.5,2400,18,1327,,,,,,
108,서울,2020-10-15,11.7,6.5,644,18.5,1433,,,,,,
108,서울,2020-10-16,11.8,8.6,615,15.4,1425,,,,,,
108,서울,2020-10-17,13.1,8.7,702,18.6,1508,,,,,,
108,서울,2020-10-18,13.6,7.2,630,20.2,1352,,,,,,
108,서울,2020-10-19,15.1,9.8,700,21.3,1440,,,,,,
108,서울,2020-10-20,15.2,9.9,647,21.7,1413,,,,,,
108,서울,2020-10-21,14.1,11.8,301,17.3,1529,,,,,,
108,서울,2020-10-22,13.5,8.4,2344,18.2,1451,1.25,0,,0,,0
108,서울,2020-10-23,8.6,5.4,713,13.3,1515,,,,,,
108,서울,2020-10-24,8.7,3.2,705,14,1538,,,,,,
108,서울,2020-10-25,11.8,5.4,708,18.2,1345,,,,,,
108,서울,2020-10-26,12.9,8,618,19,1354,,,,,,
108,서울,2020-10-27,14,9,653,19.4,1431,,,,,,
108,서울,2020-10-28,13.8,8.6,2359,18.2,1442,,,,,,
108,서울,2020-10-29,10.8,5.5,703,16.1,1328,,,,,,
108,서울,2020-10-30,11.9,5.8,731,19.6,1512,,,,,,
108,서울,2020-10-31,13.6,8.5,649,18.2,1431,,,,,,
108,서울,2020-11-01,13.7,11.6,2359,15,1,7.17,,,,,13.6
108,서울,2020-11-02,10.8,7.9,701,15.6,1432,2.33,,,,,1.7
108,서울,2020-11-03,5.1,2.7,623,8.6,1,.83,,,,,.5
108,서울,2020-11-04,4.9,.2,714,10.8,1602,,,,,,
108,서울,2020-11-05,9.6,3.4,657,15.9,1541,,,,,,
108,서울,2020-11-06,13.5,9.9,657,17.2,1445,,,,,,
108,서울,2020-11-07,14.6,12.2,2312,18.1,1433,.42,,,,,.1
108,서울,2020-11-08,8.5,3.1,2359,12.4,26,,,,,,
108,서울,2020-11-09,5.5,.7,708,8.9,1258,,,,,,
108,서울,2020-11-10,7.7,3.5,649,12.9,1505,,,,,,
108,서울,2020-11-11,9.3,3.5,718,16.5,1448,,,,,,
108,서울,2020-11-12,10.4,4.6,704,17.7,1331,,,,,,
108,서울,2020-11-13,12.2,8.5,613,17.6,1444,,,,,,
108,서울,2020-11-14,12.5,6.8,725,19.3,1459,,,,,,
108,서울,2020-11-15,11.1,8.2,709,14.9,1519,,,,,,
108,서울,2020-11-16,12.4,7.5,733,18.3,1438,,,,,,
108,서울,2020-11-17,15.9,11.7,429,20,1413,2.08,,,,,.1
108,서울,2020-11-18,16.6,14.8,235,18.7,1439,10.83,,,,,12.2
108,서울,2020-11-19,13.6,6.9,2343,19.1,255,14.17,,,,,86.9
108,서울,2020-11-20,2.8,.3,2356,7,1,4.5,,,,,0
108,서울,2020-11-21,6.5,-.3,252,12.8,1428,1.67,,,,,.2
108,서울,2020-11-22,5.6,1.5,2349,9.1,1,8.83,,,,,4.8
108,서울,2020-11-23,1.7,-1.5,738,5.9,1546,,,,,,
108,서울,2020-11-24,2.9,.2,113,6.4,1627,,,,,,
108,서울,2020-11-25,4.6,0,732,9.5,1349,,,,,,
108,서울,2020-11-26,5.6,1.9,802,10.9,1435,,,,,,
108,서울,2020-11-27,4.1,.6,2348,7.7,1310,.17,,,,,0
108,서울,2020-11-28,-.1,-2.3,734,2.8,1445,,,,,,
108,서울,2020-11-29,-.6,-3.6,613,2.6,1356,,,,,,
108,서울,2020-11-30,-.2,-3.6,609,4.3,1454,,,,,,
108,서울,2020-12-01,1.1,-3.6,729,6.7,1358,,,,,,
108,서울,2020-12-02,2.4,.5,2337,6.1,1431,,,,,,
108,서울,2020-12-03,.7,-2.3,2350,4.2,1359,,,,,,
108,서울,2020-12-04,-.6,-4.6,701,4.4,1518,,,,,,
108,서울,2020-12-05,2.1,-2.2,724,6.6,1207,,,,,,
108,서울,2020-12-06,4.5,1.2,750,9.1,1349,,,,,,
108,서울,2020-12-07,3.4,-.7,2354,6.3,1253,,,,,,
108,서울,2020-12-08,-.5,-3.5,540,4.1,1408,,,,,,
108,서울,2020-12-09,1.5,-4.1,654,6.2,1346,,,,,,
108,서울,2020-12-10,5.8,3.2,756,9.3,1500,2.58,,,,,0
108,서울,2020-12-11,5.3,2.6,712,9.4,1342,,,,,,
108,서울,2020-12-12,2.3,-.3,629,6.1,1432,,,,,,
108,서울,2020-12-13,-1.1,-6,2350,2,229,7.58,,,,,2.9
108,서울,2020-12-14,-7.7,-9.7,742,-5,1454,,,,,,
108,서울,2020-12-15,-8.3,-11.1,756,-4.6,1524,,,,,,
108,서울,2020-12-16,-8.3,-11.2,559,-3.9,1526,,,,,,
108,서울,2020-12-17,-4.9,-11.1,454,.8,1531,1.08,,,,,0
108,서울,2020-12-18,-2.1,-6.4,2343,1.8,1425,7.58,,,,,.2
108,서울,2020-12-19,-5.1,-9.6,728,-1.2,1540,,,,,,
108,서울,2020-12-20,-3.7,-8.2,714,1.1,1549,,,,,,
108,서울,2020-12-21,-1,-6,738,4.7,1500,,,,,,
108,서울,2020-12-22,2,-2.5,219,7.2,1444,,,,,,
108,서울,2020-12-23,4.5,-.4,440,8.5,1441,.25,,,,,0
108,서울,2020-12-24,2.6,-2,2340,6.1,108,,,,,,
108,서울,2020-12-25,-.8,-4.7,755,3.5,1420,,,,,,
108,서울,2020-12-26,2.2,-2.1,404,8,1443,,,,,,
108,서울,2020-12-27,5.8,1.4,1,10,1412,1.75,,,,,0
108,서울,2020-12-28,6.7,4.2,826,11.4,1344,1.33,,,,,1.3
108,서울,2020-12-29,.1,-6.2,2356,4.3,6,6.25,,,,,.2
108,서울,2020-12-30,-10.9,-12.9,2222,-6.2,1,,,,,,
108,서울,2020-12-31,-8.9,-12.9,116,-5,1512,.33,,,,,0
108,서울,2021-01-01,-4.2,-9.8,511,1.6,1447,,,,,,
